date,volume.estimate,smoothed.estimate,volume.estimate.stderr,storage.capacity.estimate,total.available.tanks,sampled.tanks,truth_value_mb
2014-01-01,10.4388813109,,1.15531501154,26.3900564171,125,61,
2014-01-02,10.54146444,,1.15633199298,26.3900564171,125,61,
2014-01-03,10.6387301846,,1.16037953309,26.3900564171,125,61,
2014-01-04,10.6387301846,,1.16068849528,26.3900564171,125,61,
2014-01-05,10.6387301847,,1.1610348445,26.3900564171,125,61,
2014-01-06,10.214925497,,1.06324455726,26.3900564171,125,71,
2014-01-07,10.2149254978,,1.06377167047,26.3900564171,125,71,
2014-01-08,10.214925499,,1.06428973824,26.3900564171,125,71,
2014-01-09,10.2149255021,,1.06485583515,26.3900564171,125,71,
2014-01-10,10.1545421491,,1.06041309267,26.3900564171,125,71,
2014-01-11,10.0756094916,,1.06984762101,26.3900564171,125,71,
2014-01-12,10.0756094989,,1.07044191349,26.3900564171,125,71,
2014-01-13,10.0756095194,,1.07098726323,26.3900564171,125,71,
2014-01-14,10.213522902,,1.06222401399,26.3900564171,125,71,
2014-01-15,9.92472648772,10.2850572233,1.04272952056,26.3900564171,125,73,
2014-01-16,9.7819096101,10.2412591099,1.04630328293,26.3900564171,125,73,
2014-01-17,10.1625224193,10.2159963085,0.836266405412,26.3900564171,125,90,
2014-01-18,10.1675363437,10.1845833858,0.832400008458,26.3900564171,125,91,
2014-01-19,10.2704778099,10.1600332275,0.842493146136,26.3900564171,125,91,
2014-01-20,10.2704778099,10.1354830692,0.843210263061,26.3900564171,125,91,
2014-01-21,10.27047781,10.1391865567,0.844011463336,26.3900564171,125,91,
2014-01-22,10.2360721803,10.1405963355,0.840833770241,26.3900564171,125,91,
2014-01-23,10.2276264444,10.1414430652,0.843079355601,26.3900564171,125,91,
2014-01-24,9.96586372501,10.1248389468,0.667717530722,26.3900564171,125,100,
2014-01-25,10.1047554778,10.1215198353,0.672963580926,26.3900564171,125,100,
2014-01-26,9.61262375612,10.0906541196,0.61472628087,26.3900564171,125,104,
2014-01-27,9.62887107691,10.0608715582,0.608032898547,26.3900564171,125,104,
2014-01-28,9.81859414908,10.0437372002,0.620609675346,26.3900564171,125,104,
2014-01-29,9.58645646212,10.0019327708,0.616059834449,26.3900564171,125,104,
2014-01-30,9.39648855968,9.96671690896,0.629717463916,26.3900564171,125,104,
2014-01-31,9.39648856127,9.94102217237,0.631418778882,26.3900564171,125,104,8.49588
2014-02-01,9.59159388525,9.9029602701,0.624955613273,26.3900564171,125,104,
2014-02-02,9.79850224099,9.87835799658,0.640858544063,26.3900564171,125,104,
2014-02-03,9.37887035464,9.81891749957,0.619355794058,26.3900564171,125,103,
2014-02-04,9.43388616722,9.76314472339,0.620345422228,26.3900564171,125,103,
2014-02-05,9.62528684544,9.72013199242,0.631667746113,26.3900564171,125,103,
2014-02-06,9.49291610128,9.67058825381,0.624402521761,26.3900564171,125,103,
2014-02-07,9.39867925453,9.61532510782,0.634891426716,26.3900564171,125,103,
2014-02-08,9.5181628513,9.58547838291,0.626914102175,26.3900564171,125,103,
2014-02-09,9.62202580151,9.55329640449,0.62596068726,26.3900564171,125,90,
2014-02-10,9.729413798,9.56108240728,0.646230896765,26.3900564171,125,90,
2014-02-11,9.72941403084,9.56778527088,0.648801549493,26.3900564171,125,89,
2014-02-12,9.72941449821,9.56183996082,0.65192748445,26.3900564171,125,65,
2014-02-13,9.7294156707,9.57137057472,0.655198166991,26.3900564171,125,65,
2014-02-14,9.72942098629,9.59356606983,0.658651871457,26.3900564171,125,65,
2014-02-15,9.72942846487,9.6157620634,0.662429261637,26.3900564171,125,65,
2014-02-16,9.72943732051,9.62495162576,0.66684870513,26.3900564171,125,65,
2014-02-17,9.57720336377,9.61019836727,0.663084469699,26.1586700884,124,66,
2014-02-18,9.50357256768,9.61851184814,0.673075752265,26.1586700884,124,66,
2014-02-19,9.59690188703,9.6293795628,0.63487360132,26.1586700884,124,98,
2014-02-20,9.68951898272,9.63366170528,0.642317306838,26.1586700884,124,98,
2014-02-21,9.68953836517,9.64676985621,0.645802759797,26.1586700884,124,98,
2014-02-22,9.65612551379,9.66393294016,0.648148576686,26.1586700884,124,98,
2014-02-23,9.6471582324,9.67253263223,0.65237189299,26.1586700884,124,98,
2014-02-24,9.64721011625,9.67421158655,0.656497600668,26.1586700884,124,94,
2014-02-25,9.35162293757,9.64902552919,0.615386605548,26.1586700884,124,98,
2014-02-26,9.36932798682,9.62501979292,0.619242199386,26.1586700884,124,98,
2014-02-27,9.36939598098,9.60101855844,0.623192728163,26.1586700884,124,98,
2014-02-28,9.36943977613,9.57702016547,0.626307636378,26.1586700884,124,98,10.79045
2014-03-01,9.36948509055,9.55302443908,0.629281004668,26.1586700884,124,98,
2014-03-02,9.44146325043,9.53382675812,0.63201185606,26.1586700884,124,98,
